,ทะเบียนโรงงาน ,ชื่อโรงงาน ,newCode,facType,ISIC,TSIC,desc,add,tel
159,3-9(2)-1/22สป ,บริษัท เฟรนด์ชิพ คอร์น สตาร์ช จำกัด ,10110200125222,"9(2),15(1)",1061,10612,ผลิตและจำหน่ายแป้งข้าวโพด ผลิตอาหารสัตว์,110 ม.2ถ.สุขุมวิท กม.47.5 ต.บางปูอ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,0 2108 2053-6
160,3-22(2)-1/16สป ,บริษัท สหชูสิน จำกัด ,10110200125164,"22(1),22(2)",1311,13111,ปั่นด้าย ทอผ้า แกนปั่นด้าย 22400 แกน และเครื่องทอ 400 เครื่อง,285 ม.5 ซ.บางเมฆขาวถ.สุขุมวิท ต.ท้ายบ้านอ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,
161,3-22(2)-11/21สป ,บริษัท ศิลปเสนีพาณิชย์ จำกัด ,-,-,-,-,-,-,-
162,3-11(6)-2/23สป ,บริษัท เพียวเคมม์ จำกัด ,10110100225239,11(6),1072,10722,"ผลิตเดกซ์โทรส ซอร์บิทอลและฟรักโทส (Fructose) รวมกำลังการผลิตสูงสุดเพิ่มขึ้นเป็น 66,430 ตัน/ปี",65 ม.11 ซ.วิลาลัยถ.บางนา - ตราด ต.บางโฉลงอ.บางพลี จ.สมุทรปราการ   10540,3372373-7
163,3-22(3)-5/15สป ,- ,22(3)-5/15สป]ป,22(3),1313,13131,พิมพ์ผ้าและย้อมผ้า,91 ม.2ถ.สุขสวัสดิ์ ต.ปากคลองบางปลากดอ.พระสมุทรเจดีย์ จ.สมุทรปราการ   10290,4258230
164,3-22(3)-7/15สป ,บริษัท พัตราภรณ์ไทยการย้อม จำกัด ,10110000725155,22(3),1313,13131,ฟอก-ย้อม และพิมพ์ลวดลายผ้า,69 ม.1ถ.ปู่เจ้าสมิงพราย ต.สำโรงกลางอ.พระประแดง จ.สมุทรปราการ   10130,3943013
165,3-2(1)-1/18สป ,บริษัท แหลมทองสหการ จำกัด ,10110000125182,"2(1),9(2),15(1)",0163,01630,อบพืช ผลิตแป้งสาลี ผลิตอาหารสัตว์,49 ม.2 ซ.วัดแคถ.สุขสวัสดิ์ ต.ปากคลองบางปลากดอ.พระสมุทรเจดีย์ จ.สมุทรปราการ   10290,02-4258940-4
166,3-40(1)-1/27สป ,บริษัท ไทย เค เค อุตสาหกรรม จำกัด ,10110600125277,40(1),2399,23991,ทำเทปกาวต่าง ๆ,29/1 ม.5ถ.เทพรัตน ต.บางเสาธงอ.บางเสาธง จ.สมุทรปราการ   10540,3381465-7
167,3-8(1)-3/30สป ,บริษัท ไทย อกริ ฟู้ดส์ จำกัด (มหาชน) ,0110000325303 ,"8(1),13(2),13(8)",1030,10302,ทำผักผลไม้ เครื่องดื่มจากผักผลไม้บรรจุกระป๋อง ผักผลไม้แช่,155/1 ม.1ถ.เทพารักษ์ ต.บางเสาธงอ.บางเสาธง จ.สมุทรปราการ   10540,3980020
168,ข3-29-3/55สป ,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน) ,91620000325550,29,1511,15110,ฟอกหนังสัตว์,"176/1,1480 ม.1 ซ.ฟอกหนัง กม.30ถ.สุขุมวิท  ต.ท้ายบ้านอ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280",
169,3-53(4)-10/35สป ,บริษัท โตโฮโฟม (ไทยแลนด์) จำกัด ,10110201025355,53(4),2222,22220,ทำกล่องและบรรจุภัณฑ์จากโฟม,88 ม.15ถ.กิ่งแก้ว ต.บางพลีใหญ่อ.บางพลี จ.สมุทรปราการ   10540,3166268
170,3-53(4)-2/32สป ,บริษัท ว่านลี่ แพ็คกิ้ง เอ็นเตอร์ไพรส จำกัด ,10110700225324,53(4),2222,22220,ทำกล่องและบรรจุภัณฑ์ด้วยโฟม,71/2 ม.4 ซ.หมู่บ้านกรีนเลคถ.บางนา-ตราด กม.13 ต.บางโฉลงอ.บางพลี จ.สมุทรปราการ   10540,3167657
171,3-53(1)-10/32สป ,บริษัท ไทยโตโยโฟม อินดัสทรี จำกัด ,10110001025324,53(1),2221,22210,ทำโฟมบรรจุหีบห่อ และโฟมฉนวนกันความร้อน-เย็น,41/6 ม.7 ซ.พูลเจริญถ.บางนา-ตราด ต.บางโฉลงอ.บางพลี จ.สมุทรปราการ   10540,02-3370173-4
172,3-22(3)-3/34สป ,บริษัท ไทยฟิลาเมนท์ฟินิชชิ่ง จำกัด ,-,-,-,-,-,-,-
173,3-53(1)-1/34สป ,บริษัท สยามโฟมแพค จำกัด ,10110800125341,53(1),2221,22210,ทำผลิตภัณฑ์โฟม,173/1 ม.1ถ.เทพารักษ์ ต.บางเสาธงอ.บางเสาธง จ.สมุทรปราการ   10540,
174,3-29-2/32สป ,บริษัท คลาสสิค โปรดักส์ (ประเทศไทย) จำกัด ,10110400225327,29,1511,15110,เคลือบสีหนังสัตว์,"234,333 ม.4ถ.พุทธรักษา ต.ท้ายบ้านใหม่อ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280",
175,3-53(5)-6/34สป ,บริษัท ฉวนลี่ อินดัสเตรียล จำกัด ,10110300625345,53(5),2223,22230,ทำผลิตภัณฑ์โฟมเกรดพี,86 ม.15ถ.กิ่งแก้ว ต.บางพลีใหญ่อ.บางพลี จ.สมุทรปราการ   10540,
176,3-13(2)-2/30สป ,บริษัท พรีเมียร์ แคนนิ่ง อินดัสตรี้ จำกัด ,10110100225304,"13(2),15(1)",1077,10774,ทำซอสมะเขือเทศ อาหารทะเลบรรจุกระป๋องและน้ำมะเขือเทศ ทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับสัตว์,326 ม.1ถ.รัตนราช ต.บางบ่ออ.บางบ่อ จ.สมุทรปราการ   10560,338-1327-32
177,3-22(3)-15/35สป ,บริษัท ไทยฟีลาเมนต์เท็กซ์ไทล์ จำกัด ,10110001525356,22(3),1313,13131,ฟอกย้อมผ้า-ใยเทียม และพิมพ์ผ้า,597 ม.2ถ.สุขุมวิท ต.บางปูใหม่อ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,3232566
178,3-53(4)-4/33สป ,บริษัท โปลิโฟม สุวรรณภูมิ จำกัด ,10110200425333,53(4),2222,22220,ทำผลิตภัณฑ์โฟมสำหรับใชัในการบรรจุหีบห่อสินค้าต่าง ๆ,75 ม.4 ซ.วัดหอมสินถ.บางนา-ตราด ต.บางพลีน้อยอ.บางบ่อ จ.สมุทรปราการ   10560,3532466
179,น.53(4)-2/2535-นนบ. ,บริษัท โฟมเทคนิค จำกัด ,82040000225356,53(4),2222,22220,ผลิตโฟมบรรจุภัณฑ์ 720 ตัน,361 ม. 17 ซ. 7/1ถ.  ต.บางเสาธงอ.บางเสาธง จ.สมุทรปราการ   10540,
180,3-52(4)-1/36สป ,บริษัท โรงงานยางไทยสินอนันต์ (2516) จำกัด ,1700125363 [จ3,52(4),2219,22199,ผลิตถุงมือยาง,71 ม.12ถ.กิ่งแก้ว ต.ราชาเทวะอ.บางพลี จ.สมุทรปราการ   10540,
181,ศ3-15(2)-1/36สป ,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน) ,00110500125361,15(2),1029,10294,ทำขนสัตว์ปีกป่น,32 ม.2 ซ.เจ็กปังถ.ท้ายบ้าน ต.ท้ายบ้านอ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,2126352
182,3-44-2/34สป ,บริษัท หมิงตี้เคมีคอล จำกัด ,10110500225342,44,2410,24101,"ผลิตเม็ดโฟม EPS (Expandable Polystyrene) กำลังการผลิต 36,000 ตัน/ปี",87 ม.15ถ.วัดกิ่งแก้ว ต.บางพลีใหญ่อ.บางพลี จ.สมุทรปราการ   10540,
183,ข3-29-2/55สป ,บริษัท คิว.ซี.เลเทอร์ จำกัด ,91620000225552,29,1511,15110,ฟอกหนังสัตว์,89 ม.1ถ.สุขุมวิท ต.ท้ายบ้านอ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,
184,3-22(3)-8/36สป ,บริษัท ร่วมอุดมทาวเวล อินดัสตรี้ จำกัด ,10110000825369,22(3),1313,13131,ทอผ้า ฟอกย้อม พิมพ์ผ้า และตัดเย็บเสื้อผ้าสำเร็จรูป ได้ผ้า 1200000 ปอนด์ต่ดปี,411 ม.7 ซ.สุขสวัสดิ์ 76ถ.สุขสวัสดิ์ ต.บางจากอ.พระประแดง จ.สมุทรปราการ   10130,
185,3-22(3)-1/43สป ,บริษัท ธนากุลพิมพ์ย้อม จำกัด,38 [3-22(3)-1/,"22(3),22(4)",1313,13131,ฟอกย้อมและพิมพ์ผ้า,241 ม.10 ซ.วัดคู่สร้างถ.สุขสวัสดิ์ ต.ในคลองบางปลากดอ.พระสมุทรเจดีย์ จ.สมุทรปราการ   10290,8160819
186,3-22(3)-5/35สป ,บริษัท สุวรรณีฟอก-ย้อม จำกัด,57 [3-22(3)-5/,22(3),1313,13131,ฟอกย้อมเส้นด้ายและผ้า ได้ปีละ 70000 ผืน,164/1 ม.6 ซ.คู่สร้างถ.สุขสวัสดิ์ ต.ในคลองบางปลากดอ.พระสมุทรเจดีย์ จ.สมุทรปราการ   10290,
187,3-22(3)-2/39สป ,บริษัท แฟร์เท็กซ์ไทล์ แอนด์ ลอจีสติกส์ (ประเทศไทย) จำกัด ,10110100225395,22(3),1313,13131,ฟอกย้อมเส้นด้ายและผ้า,188 ม.4 ซ.แพรกษาถ.พุทธรักษา ต.ท้ายบ้านใหม่อ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,
188,3-22(3)-3/28สป ,บริษัท โกลเดิ้นไทย อินดัสทรียส์ จำกัด ,-,-,-,-,-,-,-
189,3-22(2)-28/34สป ,บริษัท แสงวณิชเท็กซ์ไทล์ จำกัด ,10110002825342,22(2),1311,13111,ทอผ้า (จำนวนเครื่องทอ 252 เครื่อง),312 ม.3ถ.พุทธรักษา ต.แพรกษาอ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,02-7014673-4
190,จ3-53(8)-1/42สป ,บริษัท แบงค็อค โตเกียว โพลีเมอร์ จำกัด ,20112100125425,53(8),2229,22299,ผลิตภัณฑ์พลาสติกแผ่น,92 ม.4ถ.บางนา-ตราด ต.บางโฉลงอ.บางพลี จ.สมุทรปราการ   10540,
191,3-53(6)-3/49สป ,บริษัท ไทยไอโซวอลล์ จำกัด ,10110000325493,53(6),2229,22299,ผลิตโฟมจากโพลีสไตรีน เช่น ภาชนะบรรจุ ฉนวนกันความร้อน-เย็น ผนังห้องเย็น,388 ม.7 ซ.ธรรมศิริถ.บางนา-ตราด กม.25 ต.บางเสาธงอ.บางเสาธง จ.สมุทรปราการ   10540,02-7083746-50
192,3-102-1/51สป ,บริษัท อุตสาหกรรมรามาเท็กซ์ไทล์ (1988) จำกัด ,10110300125510,102,3530,35302,การผลิต และหรือจำหน่ายไอน้ำ,525 ม.2ถ.สุขุมวิท ต.บางปูใหม่อ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,02-3892298
193,3-7(4)-1/52สป ,บริษัท ที เอส อุตสาหกรรมน้ำมัน จำกัด , 1011000012552,"7(4),53(4),91(1)",1049,10491,ทำน้ำมันปาล์มให้บริสุทธิ์ ผลิตขวดพลาสติกและแบ่งบรรจุน้ำมันพืช,90/8 ม.1 ซ.สยามไซโลถ.ปู่เจ้าสมิงพราย ต.สำโรงกลางอ.พระประแดง จ.สมุทรปราการ   10130,02-18345703
194,จ3-104-2/54สป ,บริษัท โรจน์ ไพศาลอินดัสตรี้ส์ จำกัด,20111600225545,104,2513,25130,ผลิต ประกอบ ดัดแปลง และซ่อมแซมม้อไอน้ำ,379 ม.2 ซ.อุ่นอารีถ.สุขุมวิท ต.ท้ายบ้านใหม่อ.เมืองสมุทรปราการ จ.สมุทรปราการ   10280,
195,3-15(1)-6/50สส ,บริษัท เอฟเวอร์ไชน์นิ่ง อินเกรเดียน จำกัด ,10750000625507,15(1),1080,10801,ผลิตวัตถุดิบเพื่อผสมอาหารสัตว์ (โปรตีนถั่วเหลือง),66 ม.6 ซ.สุขโตถ.พระรามที่ 2 กม.72 ต.คลองโคนอ.เมืองสมุทรสงคราม จ.สมุทรสงคราม   75000,034-756485
196,3-6(1)-2/54สค ,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด ,10740000225549,"4(5),6(1)",1022,10222,ผลิตอาหารจากสัตว์บรรจุกระป๋อง,30/24 ม.8ถ.พระราม 2 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-816444
197,3-22(2)-1/13สค ,บริษัท แปซิฟิคการทอ จำกัด ,10740000125137,"22(2),22(3)",1311,13111,ถักผ้ายืด (เครื่องถัก 75 เครื่อง) ทอผ้าขนหนู (เครื่องทอผ้าขนหนู 3 เครื่อง) กรอด้ายหลอด ตัดเย็บเสื้อผ้า (จักรเย็บผ้า 100 เครื่อง) และฟอกย้อม,99/1 ม.4ถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,4201157
198,3-38(2)-1/19สค ,บริษัท ปัญจพลไฟเบอร์คอนเทนเนอร์ จำกัด ,10740300125191,38(2),1701,17012,"ผลิตกระดาษแข็ง กระดาษสีน้ำตาล กระดาษคร๊าฟ กระดาษคอบูเกตติ้งมีเดียม กระดาษถุงปูนซีเมนต์ ได้เดือนละ 15,077.7 ตัน",110/4 ม.4ถ.บางปลา ต.บ้านเกาะอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,423019
199,3-15(2)-3/19สค ,ห้างหุ้นส่วนจำกัด รวมมิตรโภคภัณฑ์อุตสาหกรรม,10740000325190,15(2),1029,10294,ทำปลาป่น,1262 ม.-ถ.วิเชียรโชฎก ต.มหาชัยอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-411684
200,3-24-1/18สค ,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด ,10740200125184,24,1399,13999,ถักผ้ายืด พิมพ์ผ้า และแต่งสำเร็จ (จำนวนเครื่องถัก 205 เครื่อง),148 ม.4ถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,4201367
201,3-51-1/19สค ,บริษัท อุตสาหกรรมผลิตยางไทยสิน จำกัด ,10740800125196,51,2211,22112,ผลิตยางนอก ยางในรถยนต์ จักรยานยนต์ จักรยาน และกาวนำ้,65 ม.3ถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,02-8104106-8
202,3-6(1)-1/15สค ,บริษัท เจริญอุตสาหกรรม จำกัด ,10740000125152,6(1),1022,10222,ผลิตอาหารกระป๋อง และน้ำปลา,85/1-3ถ.ถวาย ต.ท่าฉลอมอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,411906
203,3-22(3)-2/30สค ,บริษัท บริติช-ไทยซิน เทติคเท็กสไทล์ จำกัด,10740100225308,22(3),1313,13131,ฟอก ย้อม อบและตบแต่งผ้า,147/1 ม.6 ซ.แปซิฟิคถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,4200899
204,3-15(2)-1/22สค ,บริษัท ศิริชัยอุตสาหกรรม จำกัด ,10740100125227,15(2),1029,10294,ทำปลาป่น,1263 ม.-ถ.วิเชียรโชฎก ต.มหาชัยอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-411684
205,3-51-1/22สค ,บริษัท ป.สยามอุตสาหกรรมยาง จำกัด ,10740400125224,51,2211,22112,ผลิตยางรถยนต์และหล่อดอกยางรถยนต์ โดยเพิ่ม,9 ม.3ถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,02-8109381-85
206,3-6(1)-1/23สค ,บริษัท ยูนิคอร์ด จำกัด (มหาชน) ,10740000125236,"6(1),6(2),8(1),15(1),92",1022,10222,ทำอาหารกระป๋อง และทำปลาทูน่านึ่งสุกแช่แข็ง และอาหารทะเลแช่แข็ง ,39/3 ม.8ถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,412965
207,ศ3-10(3)-1/37สค ,โรงก๋วยเตี๋ยววัด ดอน ,00740200125376,10(3),1074,10743,ทำเส้นก๋วยเตี๋ยว,427/13ถ.ดอนไก่ดี ต.ตลาดกระทุ่มแบนอ.กระทุ่มแบน จ.สมุทรสาคร   74110,
208,3-13(2)-2/27สค ,บริษัท หยั่น หว่อ หยุ่น คอร์ปอเรชั่น กรุ๊ป จำกัด,13(2)-2/27สค]ป,13(2),1077,10774,ทำเต้าเจี้ยว ซีอิ๊ว และน้ำจิ้มไก่,12/8 ม.6ถ.ธนบุรี-ปากท่อ ต.ท่าจีนอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-822201-3
209,3-6(1)-1/44สค ,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด ,10740000125442,"4(5),6(1),92",1022,10222,ผลิตอาหารจากสัตว์น้ำบรรจุกระป๋องและทำห้องเย็นเก็บสัตว์น้ำ,30/2 ม.8ถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-816444-6
210,3-22(2)-1/30สค ,บริษัท สว่างเท็กซ์ไทล์ จำกัด ,10740000125301,22(2),1311,13111,ทอผ้าทุกชนิดและฟอกย้อม,39/4 ม.8ถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
211,3-48(4)-1/27สค ,บริษัท ไนโตรเคมีอุตสาหกรรม จำกัด ,10740300125274,48(4),2029,20291,ผลิตไนโตรเซลลูโลส,84/2 ม.4ถ.ธนบุรี-ปากท่อ ต.บางโทรัดอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,2111473
212,3-22(3)-4/30สค ,บริษัท เชียงแสงเท็กซไทล์ อินดัสตรีส์ จำกัด ,10740000425305,"22(3),28(1)",1313,13131,ย้อมผ้ามุ้ง ตัดเย็บผ้ามุ้ง และเสื้อผ้าสำเร็จรูป (จักรเย็บผ้าจำนวน 50 เครื่อง),261 ม.2 ซ.สุขาภิบาล 1ถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,
213,ส3-38(2)-1/31สค ,บริษัท เอเซียคราฟเปเปอร์ จำกัด ,00740000125311,38(2),1701,17012,ผลิตกระดาษเหนียว,99 ม.5ถ.ธนบุรี-ปากท่อ ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,423506
214,3-15(2)-2/32สค ,บริษัท ที.ซี.ยูเนี่ยน อโกรเทค จำกัด ,10740200225323,"6(4),13(2),15(2)",1029,10294,ทำปลาป่น การทำไส้ปลาป่น และน้ำโปรตีนเข้มข้นจากปลา ผลิตน้ำมันปลา,68 ม.8ถ.พระรามที่ 2 ต.บางกระเจ้าอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,425187
215,3-51-1/32สค ,บริษัท วีรับเบอร์ คอร์ปอเรชั่น จำกัด ,10740600125321,51,2211,22112,ผลิตยางนอก ยางในจักรยาน จักรยานยนต์ รถยนต์,22/3 ม.2ถ.บ้านแพ้ว-สมุทรสาคร ต.ชัยมงคลอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,2111856
216,3-40(1)-2/36สค ,บริษัท เอเอสเอ บ๊อกซ์บอร์ด คอนเทนเนอร์ จำกัด ,10740000225366,"39,40(1)",2399,23991,"ผลิตแผ่นกระดาษลูกฟูก ได้เดือนละ 1,000 ตัน และผลิตกล่องกระดาษลูกฟูก",99/1 ม.5ถ.พระรามที่ 2 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,427095
217,ศ3-6(2)-1/35สค ,บริษัท แปซิฟิค มารีนฟู๊ด โปรดักส์ จำกัด,0740100125351 ,"6(2),6(3)",1029,10291,ทำปลาตากแห้ง-กุ้งแช่แข็ง และบดเนื้อปลาแช่แข็ง,75/12 ม.5 ซ.วัดโสภณารามถ.เอกชัย ต.โคกขามอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,424448
218,3-22(3)-2/33สค ,บริษัท ไทย เอ็กซ์เพรส เท็กซ์ไทล์ จำกัด ,10740100225332,"22(3),24",1313,13131,ฟอก ย้อมผ้า ขยายการถักผ้า,29 ม.4ถ.พระราม 2 ต.นาดีอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-425613-5
219,3-22(3)-2/32สค ,บริษัท ร่วมแสงศิลป์ จำกัด ,10740400225321,22(3),1313,13131,ฟอกผ้า,298 ม.2 ซ.วิรุฬราษฎร์ถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,
220,3-22(3)-4/34สค ,บริษัท เค เวิลด์เท็กซ์ไทล์ จำกัด,ัด107402004253,22(3),1313,13131,ฟอกย้อมผ้า และด้าย,14/1 ม.6ถ.เศรษฐกิจ ต.นาดีอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,425478
221,3-22(3)-10/35สค ,บริษัท ฟรีเท็กซ์ อีลาสติค จำกัด ,10740001025351,22(3),1313,13131,ย้อมสีแถบยางยืด และแถบผ้าต่าง ๆ,153 ม.5ถ.พระรามที่ 2 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
222,ศ3-15(2)-1/34สค ,บริษัท เสริมสินผลิตภัณฑ์ปลา จำกัด ,00740800125347,"15(1),15(2)",1029,10294,ผลิตส่วนผสมอาหารสัตว์จากเศษซากสัตว์น้ำและการทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,69/29 ม.1ถ.วิเชียรโชฎก ต.ท่าจีนอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,425772-3
223,3-7(4)-1/29สค ,บริษัท เอ ไอ เอนเนอร์จี จำกัด (มหาชน) ,10740000125293,"7(4),7(5)",1049,10491,ผลิตและแบ่งบรรจุน้ำมันพืช ไขมัน เนยเทียม และไบโอดีเซล,55/2 ม.8ถ.เศรษฐกิจ 1 ต.คลองมะเดื่ออ.กระทุ่มแบน จ.สมุทรสาคร   74110,471402
224,ศ3-6(5)-1/35สค ,บริษัท ยูนิคอร์ด จำกัด (มหาชน) ,00740200125350,"4(3),4(5),6(1),6(5),15(1),92",1021,10212,ผลิตปลาทูน่านึ่งสุก และผลิตปลาทูน่าบรรจุกระป๋อง,56/5 ม.  3 ซ.วัดศรีเมืองถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-831219
225,3-22(2)-5/24สค ,บริษัท ไทยประสิทธิ์เท็กซ์ไทล์ จำกัด ,10740000525245,"22(2),32(2),53(5)",1311,13111,ทอมุ้งพลาสติกและทอผ้าทุกชนิด (จำนวนเครื่องทอผ้า 114 เครื่อง),93/4 ม.7ถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034 423062
226,3-22(4)-3/37สค ,บริษัท ชาร์เตอร์พริ้นท์ จำกัด ,10740200325370,22(4),1313,13132,พิมพ์ผ้า,389 ม.2 ซ.เจริญรัชดาถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,4291667
227,ศ3-6(1)-1/34สค ,บริษัท ณรงค์ซีฟูด จำกัด ,00740000125345,6(1),1022,10222,ผลิตอาหารจากสัตว์น้ำและการถนอมสัตว์น้ำโดยวิธีการแช่แข็ง เช่น ปลา กุ้ง ปลาหมึก หอย,5/4-6 ม.4ถ.เศรษฐกิจ 1 ต.นาดีอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,(034) 424669
228,ศ3-8(2)-1/35สค ,บริษัท ยูนิตี้ฟู้ด จำกัด ,00740300125359,8(2),1030,10304,ผลิตผลไม้อบแห้ง,63 ม.6 ซ.บางโทรัดถ.พระรามที่ 2 ต.บางโทรัดอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-839715-6
229,3-15(2)-2/46สค ,บริษัท ศิริแสงอารำพี จำกัด ,10740100225464,"6(2),15(2),102",1029,10294,ทำปลาป่น บดกระดองปู ตบแต่งกระดองหมึก ย่างเศษหมึกและหัวกุ้ง,69/16 ม.3 ซ.วัดศรีเมืองถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-816084-5
230,3-42(1)-1/41สค ,บริษัท ไทยซิตริก แอซิด จำกัด ,10740700125411,42(1),2011,20113,ผลิตกรดมะนาว (ซิตริก แอซิด),5/12 ม.3ถ.ธนบุรี-ปากท่อ ต.บางกระเจ้าอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-822215-6
231,3-40(1)-3/38สค ,บริษัท เอเอสเอ คอนเทนเนอร์ จำกัด ,10740000325380,40(1),2399,23991,"ทำแผ่นกระดาษลูกฟูกและกล่องกระดาษ ได้ปีละ 6,000 ตัน",361 ม.4ถ.เศรษฐกิจ ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,
232,3-39-1/38สค ,บริษัท ดีเอ็ม คอนเทนเนอร์ จำกัด ,10740500125389,39,1702,17020,ทำกล่องกระดาษ และแผ่นกระดาษลูกฟูก,33/4 ม.6ถ.พระรามที่ 2 ต.บางโทรัดอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-839451-4
233,3-51-3/35สค ,บริษัท วีไทร์ แอนด์ รับเบอร์ จำกัด ,10740200325354,51,2211,22112,ผลิตยางนอก ยางในรถยนต์ และรถจักรยานยนต์ พร้อมหน้ายางหล่อดอก,14/5 ม.2ถ.สมุทรสาคร-บ้านแพ้ว ต.ชัยมงคลอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-410631-3
234,ศ3-7(4)-1/39สค ,บริษัท โอลีน จำกัด ,00740000125394,"7(4),7(5)",1049,10491,ทำน้ำมันจากพืชให้บริสุทธิ์ ไขมันพืช มาการีน ,64 ม.6ถ.พระรามที่ 2 ต.บางโทรัดอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-839760
235,ศ3-2(1)-1/38สค ,บริษัท พรีเซิร์ฟ ฟู้ด สเปเชียลตี้ จำกัด ,00740000125386,"2(1),4(2),6(2)",0163,01630,ผลิตอาหารอบแห้ง ,77 ม.6ถ.คอกควาย-โคกขาม ต.โคกขามอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-812459
236,3-98-1/40สค ,บริษัท ไบโอคลีน จำกัด ,10741700125401,98,2826,28269,ซักย้อมผ้าและเสื้อผ้าทุกชนิด,95/40 ม.4ถ.บางปลา ต.บ้านเกาะอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,424039
237,3-6(1)-1/42สค ,บริษัท โกลเด้นไพรซ์แคนนิ่ง จำกัด,กัด10740000125,6(1),1022,10222,ทำปลากระป๋อง,55/4 ม.3 ซ.ไกรวัตนุสสรณ์ถ.โคกขาม ต.บางหญ้าแพรกอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
238,จ3-22(2)-5/42สค ,บริษัท สยามซีนิท แฟบริค จำกัด,20740000525425,"22(2),22(3),22(4)",1311,13111,ทอ ฟอกย้อม และพิมพ์ผ้า,49 ม.7ถ.เศรษฐกิจ 1 ต.คลองมะเดื่ออ.กระทุ่มแบน จ.สมุทรสาคร   74110,
